property_id,source,title,property_type,operation,price_mxn,built_area_m2,land_area_m2,bedrooms,bathrooms,parking_spaces,age_years,neighborhood,municipality,state,latitude,longitude,listing_date,price_per_m2,distance_to_center_km,amenities_500m,amenities_1km,schools_1km,hospitals_1km,commerce_1km,log_price_mxn,is_new_property
AGS-0101,curated_fallback,Casa en Ojocaliente,casa,venta,2524000.0,131.4,216.7,4,3.0,1.0,12.0,Ojocaliente,Aguascalientes,Aguascalientes,21.873871,-102.247015,2026-05-27,19208.523592085236,4.6843001577242545,0,0,0,0,0,14.741355898839675,0
AGS-0102,curated_fallback,Casa en Trojes de Alonso,casa,venta,3767000.0,129.7,143.5,4,3.0,2.0,52.0,Trojes de Alonso,Aguascalientes,Aguascalientes,21.934611,-102.299926,2026-05-27,29043.94757131843,5.934802530232305,0,0,0,0,0,15.141789752137376,0
AGS-0103,curated_fallback,Departamento en Bosques del Prado,departamento,venta,4017000.0,128.1,128.1,4,3.0,2.0,6.0,Bosques del Prado,Aguascalientes,Aguascalientes,21.922162,-102.303724,2026-05-27,31358.31381733021,4.659093262498631,0,1,1,0,0,15.206046162283386,0
AGS-0104,curated_fallback,Casa en La Rioja,casa,venta,4658000.0,178.3,173.2,5,4.0,2.0,2.0,La Rioja,Aguascalientes,Aguascalientes,21.85346,-102.352657,2026-05-27,26124.50925406618,7.044825309271437,0,0,0,0,0,15.354096944110815,1
AGS-0105,curated_fallback,Casa en Bosques del Prado,casa,venta,4056000.0,136.6,136.3,3,3.0,2.0,11.0,Bosques del Prado,Aguascalientes,Aguascalientes,21.912616,-102.294528,2026-05-27,29692.532942898975,3.4398732919517556,0,0,0,0,0,15.21570807080145,0
AGS-0106,curated_fallback,Casa En Condominio en La Rioja,casa en condominio,venta,2533000.0,97.5,140.4,3,2.0,1.0,9.0,La Rioja,Aguascalientes,Aguascalientes,21.839255,-102.340865,2026-05-27,25979.48717948718,6.944676447045356,0,1,0,0,1,14.744915323772522,0
AGS-0107,curated_fallback,Casa en Bosques del Prado,casa,venta,3205000.0,118.5,131.4,3,2.0,2.0,15.0,Bosques del Prado,Aguascalientes,Aguascalientes,21.916834,-102.2985,2026-05-27,27046.413502109706,3.960113372679148,0,1,1,0,0,14.980222960349339,0
AGS-0108,curated_fallback,Casa En Condominio en Villas de Nuestra Senora,casa en condominio,venta,2832000.0,130.8,199.1,3,2.0,2.0,4.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.925796,-102.253878,2026-05-27,21651.37614678899,6.251263042964983,0,1,0,0,0,14.85649408690303,0
AGS-0109,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,3546000.0,200.5,326.7,5,4.0,3.0,6.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.922148,-102.247767,2026-05-27,17685.7855361596,6.370170520911652,0,0,0,0,0,15.081331047624147,0
AGS-0110,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,3105000.0,167.2,261.3,4,3.0,2.0,1.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.927862,-102.24552,2026-05-27,18570.574162679426,6.988092617548204,0,1,0,0,0,14.948524595410856,1
AGS-0111,curated_fallback,Casa en La Rioja,casa,venta,3470000.0,138.6,169.5,4,3.0,2.0,11.0,La Rioja,Aguascalientes,Aguascalientes,21.835908,-102.346095,2026-05-27,25036.075036075035,7.593978874004705,0,0,0,0,0,15.05966544010744,0
AGS-0112,curated_fallback,Casa en Centro,casa,venta,2841000.0,117.4,188.8,4,3.0,1.0,1.0,Centro,Aguascalientes,Aguascalientes,21.883648,-102.292987,2026-05-27,24199.318568994888,0.2504143282740992,1,3,1,1,1,14.859667012825,1
AGS-0113,curated_fallback,Departamento en Ojocaliente,departamento,venta,1037000.0,45.0,45.0,2,1.0,1.0,0.0,Ojocaliente,Aguascalientes,Aguascalientes,21.865375,-102.246577,2026-05-27,23044.444444444445,4.992010459769783,0,1,0,1,0,13.851843451531353,1
AGS-0114,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,2465000.0,137.9,165.9,4,3.0,2.0,34.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.922437,-102.235048,2026-05-27,17875.27193618564,7.379598662462345,0,0,0,0,0,14.717702771138358,0
AGS-0115,curated_fallback,Casa En Condominio en San Cayetano,casa en condominio,venta,4445000.0,206.9,224.0,5,4.0,3.0,4.0,San Cayetano,Aguascalientes,Aguascalientes,21.89179,-102.285339,2026-05-27,21483.808603189947,1.285025439402615,0,1,1,0,0,15.307290651901996,0
AGS-0116,curated_fallback,Casa en Ojocaliente,casa,venta,3015000.0,180.6,234.4,4,3.0,2.0,32.0,Ojocaliente,Aguascalientes,Aguascalientes,21.877909,-102.262046,2026-05-27,16694.35215946844,3.0800764965336294,0,0,0,0,0,14.919110719818326,0
AGS-0117,curated_fallback,Casa en Pulgas Pandas,casa,venta,2357000.0,81.2,113.0,2,2.0,1.0,14.0,Pulgas Pandas,Aguascalientes,Aguascalientes,21.913698,-102.323422,2026-05-27,29027.093596059112,4.833170685941886,1,1,0,0,0,14.672900606186316,0
AGS-0118,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,2029000.0,95.4,156.5,3,3.0,1.0,6.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.928378,-102.241372,2026-05-27,21268.343815513625,7.326410767705259,0,0,0,0,0,14.523054111661454,0
AGS-0119,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,1900000.0,101.8,126.2,3,3.0,1.0,20.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.936106,-102.2417,2026-05-27,18664.047151277013,7.935043334377816,0,0,0,0,0,14.45736497045232,0
AGS-0120,curated_fallback,Casa en Rancho Santa Monica,casa,venta,3341000.0,136.3,220.3,4,2.0,3.0,8.0,Rancho Santa Monica,Aguascalientes,Aguascalientes,21.827765,-102.3269,2026-05-27,24512.105649303005,7.0266002757473425,0,0,0,0,0,15.021781020650431,0
AGS-0121,curated_fallback,Casa en Centro,casa,venta,4342000.0,167.9,274.8,4,3.0,2.0,12.0,Centro,Aguascalientes,Aguascalientes,21.89352,-102.291119,2026-05-27,25860.63132817153,1.304149205641008,0,1,0,1,0,15.283845859728961,0
AGS-0122,curated_fallback,Casa en Canteras de San Javier,casa,venta,1411000.0,63.8,70.9,2,1.0,1.0,16.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.906946,-102.355682,2026-05-27,22115.98746081505,7.178583616797328,0,0,0,0,0,14.159809939551922,0
AGS-0123,curated_fallback,Casa en Morelos,casa,venta,2978000.0,137.0,222.3,4,2.0,1.0,11.0,Morelos,Aguascalientes,Aguascalientes,21.869335,-102.294795,2026-05-27,21737.22627737226,1.4247152248537378,0,0,0,0,0,14.90676282802187,0
AGS-0124,curated_fallback,Casa en Morelos,casa,venta,4710000.0,220.0,296.2,5,3.0,3.0,16.0,Morelos,Aguascalientes,Aguascalientes,21.867264,-102.287598,2026-05-27,21409.090909090908,1.6682503375334434,0,0,0,0,0,15.365198678306802,0
AGS-0125,curated_fallback,Casa En Condominio en San Cayetano,casa en condominio,venta,3350000.0,153.9,215.8,4,2.0,2.0,30.0,San Cayetano,Aguascalientes,Aguascalientes,21.891835,-102.276677,2026-05-27,21767.381416504224,1.90156711704026,0,0,0,0,0,15.024471202308668,0
AGS-0126,curated_fallback,Casa en Trojes de Alonso,casa,venta,3991000.0,128.3,143.9,4,3.0,2.0,13.0,Trojes de Alonso,Aguascalientes,Aguascalientes,21.934531,-102.295761,2026-05-27,31106.780982073262,5.879112333893491,0,0,0,0,0,15.199552634594609,0
AGS-0127,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,2157000.0,120.1,183.0,4,3.0,1.0,6.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.927217,-102.240473,2026-05-27,17960.033305578687,7.302447941466382,0,0,0,0,0,14.584229388978047,0
AGS-0128,curated_fallback,Casa en Rancho Santa Monica,casa,venta,3521000.0,155.5,227.7,4,3.0,2.0,34.0,Rancho Santa Monica,Aguascalientes,Aguascalientes,21.839687,-102.320921,2026-05-27,22643.086816720257,5.575323906871323,0,0,0,0,0,15.074255882147373,0
AGS-0129,curated_fallback,Casa En Condominio en Morelos,casa en condominio,venta,3889000.0,184.5,205.1,5,4.0,3.0,17.0,Morelos,Aguascalientes,Aguascalientes,21.867025,-102.298232,2026-05-27,21078.590785907858,1.7797395636489974,0,0,0,0,0,15.173662870273361,0
AGS-0130,curated_fallback,Casa en Morelos,casa,venta,2685000.0,133.4,157.2,4,3.0,2.0,1.0,Morelos,Aguascalientes,Aguascalientes,21.852678,-102.297794,2026-05-27,20127.43628185907,3.3006997410085246,0,0,0,0,0,14.803191658364511,1
AGS-0131,curated_fallback,Casa en Ojocaliente,casa,venta,1037000.0,45.0,48.0,2,1.0,0.0,1.0,Ojocaliente,Aguascalientes,Aguascalientes,21.87504,-102.260284,2026-05-27,23044.444444444445,3.317657248223215,0,0,0,0,0,13.851843451531353,1
AGS-0132,curated_fallback,Casa en Canteras de San Javier,casa,venta,4324000.0,176.9,201.5,4,3.0,2.0,2.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.894766,-102.338652,2026-05-27,24443.1882419446,5.064345932539271,0,0,0,0,0,15.279691689008555,1
AGS-0133,curated_fallback,Departamento en Trojes de Alonso,departamento,venta,1353000.0,45.0,45.0,2,1.0,1.0,2.0,Trojes de Alonso,Aguascalientes,Aguascalientes,21.942805,-102.296822,2026-05-27,30066.666666666668,6.804803869289298,0,0,0,0,0,14.117835646250953,1
AGS-0134,curated_fallback,Casa en Pulgas Pandas,casa,venta,3808000.0,149.2,147.9,4,3.0,2.0,1.0,Pulgas Pandas,Aguascalientes,Aguascalientes,21.915234,-102.322403,2026-05-27,25522.788203753353,4.8909006340082595,0,1,0,0,0,15.1526149374984,1
AGS-0135,curated_fallback,Casa en Morelos,casa,venta,2508000.0,139.2,170.1,4,3.0,2.0,11.0,Morelos,Aguascalientes,Aguascalientes,21.852712,-102.281507,2026-05-27,18017.241379310348,3.397998894926507,0,0,0,0,0,14.734996579458953,0
AGS-0136,curated_fallback,Casa en Ojocaliente,casa,venta,3223000.0,161.4,240.4,4,2.0,3.0,0.0,Ojocaliente,Aguascalientes,Aguascalientes,21.872738,-102.257534,2026-05-27,19969.02106567534,3.6567464938626473,0,0,0,0,0,14.985823471067462,1
AGS-0137,curated_fallback,Departamento en Canteras de San Javier,departamento,venta,1437000.0,45.0,45.0,2,2.0,1.0,4.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.894887,-102.34608,2026-05-27,31933.333333333332,5.806505124875069,0,0,0,0,0,14.178068860955143,0
AGS-0138,curated_fallback,Departamento en Trojes de Alonso,departamento,venta,4685000.0,138.5,138.5,4,4.0,2.0,2.0,Trojes de Alonso,Aguascalientes,Aguascalientes,21.926697,-102.294679,2026-05-27,33826.714801444046,5.002414285358126,0,0,0,0,0,15.359876687101808,1
AGS-0139,curated_fallback,Casa en Centro,casa,venta,3801000.0,165.0,153.7,5,4.0,3.0,8.0,Centro,Aguascalientes,Aguascalientes,21.878766,-102.286534,2026-05-27,23036.363636363636,0.6221472941814086,1,3,1,0,1,15.150775011060013,0
AGS-0140,curated_fallback,Casa En Condominio en Canteras de San Javier,casa en condominio,venta,4505000.0,145.6,136.3,4,3.0,3.0,6.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.902,-102.348205,2026-05-27,30940.934065934067,6.2573425022517055,0,0,0,0,0,15.320698671000134,0
AGS-0141,curated_fallback,Casa En Condominio en Canteras de San Javier,casa en condominio,venta,2739000.0,88.7,141.4,3,3.0,2.0,1.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.906049,-102.340553,2026-05-27,30879.368658399097,5.72540467975627,0,0,0,0,0,14.823103813341898,1
AGS-0142,curated_fallback,Casa en Canteras de San Javier,casa,venta,3709000.0,139.2,159.5,4,3.0,2.0,2.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.902878,-102.348057,2026-05-27,26645.114942528737,6.278861623613457,0,0,0,0,0,15.126273126086144,1
AGS-0143,curated_fallback,Casa en Canteras de San Javier,casa,venta,1852000.0,82.9,123.9,2,2.0,1.0,7.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.908998,-102.3538,2026-05-27,22340.168878166463,7.094335228408893,0,0,0,0,0,14.431777234144919,0
AGS-0144,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,2581000.0,161.8,198.8,4,3.0,3.0,4.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.937989,-102.253352,2026-05-27,15951.792336217552,7.389585472176364,1,1,0,0,0,14.763687866147402,0
