property_id,source,title,property_type,operation,price_mxn,built_area_m2,land_area_m2,bedrooms,bathrooms,parking_spaces,age_years,neighborhood,municipality,state,latitude,longitude,listing_date
AGS-0132,curated_fallback,Casa en Canteras de San Javier,casa,venta,4324000.0,176.9,201.5,4,3.0,2.0,2.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.894766,-102.338652,2026-05-27
AGS-0133,curated_fallback,Departamento en Trojes de Alonso,departamento,venta,1353000.0,45.0,45.0,2,1.0,1.0,2.0,Trojes de Alonso,Aguascalientes,Aguascalientes,21.942805,-102.296822,2026-05-27
AGS-0134,curated_fallback,Casa en Pulgas Pandas,casa,venta,3808000.0,149.2,147.9,4,3.0,2.0,1.0,Pulgas Pandas,Aguascalientes,Aguascalientes,21.915234,-102.322403,2026-05-27
AGS-0135,curated_fallback,Casa en Morelos,casa,venta,2508000.0,139.2,170.1,4,3.0,2.0,11.0,Morelos,Aguascalientes,Aguascalientes,21.852712,-102.281507,2026-05-27
AGS-0136,curated_fallback,Casa en Ojocaliente,casa,venta,3223000.0,161.4,240.4,4,2.0,3.0,0.0,Ojocaliente,Aguascalientes,Aguascalientes,21.872738,-102.257534,2026-05-27
AGS-0137,curated_fallback,Departamento en Canteras de San Javier,departamento,venta,1437000.0,45.0,45.0,2,2.0,1.0,4.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.894887,-102.34608,2026-05-27
AGS-0138,curated_fallback,Departamento en Trojes de Alonso,departamento,venta,4685000.0,138.5,138.5,4,4.0,2.0,2.0,Trojes de Alonso,Aguascalientes,Aguascalientes,21.926697,-102.294679,2026-05-27
AGS-0139,curated_fallback,Casa en Centro,casa,venta,3801000.0,165.0,153.7,5,4.0,3.0,8.0,Centro,Aguascalientes,Aguascalientes,21.878766,-102.286534,2026-05-27
AGS-0140,curated_fallback,Casa En Condominio en Canteras de San Javier,casa en condominio,venta,4505000.0,145.6,136.3,4,3.0,3.0,6.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.902,-102.348205,2026-05-27
AGS-0141,curated_fallback,Casa En Condominio en Canteras de San Javier,casa en condominio,venta,2739000.0,88.7,141.4,3,3.0,2.0,1.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.906049,-102.340553,2026-05-27
AGS-0142,curated_fallback,Casa en Canteras de San Javier,casa,venta,3709000.0,139.2,159.5,4,3.0,2.0,2.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.902878,-102.348057,2026-05-27
AGS-0143,curated_fallback,Casa en Canteras de San Javier,casa,venta,1852000.0,82.9,123.9,2,2.0,1.0,7.0,Canteras de San Javier,Aguascalientes,Aguascalientes,21.908998,-102.3538,2026-05-27
AGS-0144,curated_fallback,Casa en Villas de Nuestra Senora,casa,venta,2581000.0,161.8,198.8,4,3.0,3.0,4.0,Villas de Nuestra Senora,Aguascalientes,Aguascalientes,21.937989,-102.253352,2026-05-27
AGS-0003,curated_fallback,Casa en San Cayetano,casa,venta,2805000.0,132.9,195.7,3,2.0,2.0,4.0,San Cayetano,Aguascalientes,Aguascalientes,21.89029,-102.291131,2026-05-27
